,rtn,vol,Sharpe,Calmar
Disclosures,0.06068581904169057,0.07860191807078037,0.7720653710643994,0.2792829285806657
LegalProceedings,0.06212742302036656,0.08186545951845611,0.7588966505020384,0.2576277221625648
MDA,0.08750416407033512,0.07706782265076861,1.1354176238617586,0.5175696433072156
RiskFactors,0.052889240001726234,0.28750698320273754,0.1839581056868835,0.05937846788970187
Combined,0.14074077886485403,0.1645055687041391,0.8555380828352036,0.3116641803128172
